,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
324,Color,Scott Derrickson,242.0,118.0,301.0,897.0,Dorian Missick,2000.0,30523568.0,Horror|Mystery|Thriller,Olivia Munn,Deliver Us from Evil ,54447,5697,Edgar Ramírez,0.0,confession|demonic possession|exorcism|flickering light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,201.0,English,USA,R,30000000.0,2014.0,1000.0,6.2,2.35,18000
325,Color,Ken Scott,168.0,105.0,31.0,110.0,Bobby Moynihan,390.0,30659817.0,Comedy|Drama,Jack Reynor,Delivery Man ,59805,1006,Matthew Daddario,10.0,children|identity|lawsuit|lawyer|sperm donor,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,95.0,English,USA,PG-13,26000000.0,2013.0,311.0,6.4,2.35,0
326,Color,Will Canon,58.0,83.0,8.0,617.0,Scott Mechlowicz,798.0,,Horror|Thriller,Frank Grillo,Demonic ,7358,4756,Aaron Yoo,1.0,death|detective|house|missing|supernatural,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1,39.0,English,USA,R,3000000.0,2015.0,634.0,5.3,,0
327,Color,Andrew Steggall,29.0,109.0,0.0,30.0,Alex Lawther,202.0,,Drama|Family|Romance,Juliet Stevenson,Departure ,162,283,Niamh Cusack,0.0,france|gay|language|male masturbation|masturbation,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5.0,English,UK,,1100000.0,2015.0,47.0,7.0,1.85,75
328,Color,Richard Raymond,31.0,104.0,10.0,196.0,Reece Ritchie,507.0,143653.0,Biography|Drama,Tom Cullen,Desert Dancer ,1177,1281,Marama Corlett,0.0,dance|dancer|dancing|desert|iran,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1,10.0,English,UK,PG-13,4000000.0,2014.0,236.0,6.0,2.35,0
329,Color,Pierre Coffin,306.0,98.0,275.0,1000.0,Miranda Cosgrove,7000.0,368049635.0,Animation|Comedy|Family|Sci-Fi,Steve Carell,Despicable Me 2 ,286877,11905,Steve Coogan,0.0,dating|minion|overprotective father|undercover spy|woman agent,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,284.0,English,USA,PG,76000000.0,2013.0,2000.0,7.5,1.85,56000
330,Color,Pierre Coffin,304.0,87.0,275.0,975.0,Miranda Cosgrove,7000.0,251501645.0,Animation|Comedy|Family,Steve Carell,Despicable Me ,385943,11608,Jack McBrayer,0.0,girl|minion|moon|pyramid|white picket fence,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,296.0,English,USA,PG,69000000.0,2010.0,2000.0,7.7,1.85,31000
331,Color,Joseph Kosinski,4.0,,364.0,567.0,Lauren Cohan,22000.0,,Action|Adventure|Fantasy|Sci-Fi,Peter Dinklage,Destiny ,3089,26578,Erick Avari,0.0,first person shooter,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,11.0,English,USA,,,2014.0,4000.0,8.1,,1000
332,Color,Alex Craig Mann,29.0,87.0,38.0,445.0,Christa B. Allen,552.0,1332.0,Comedy|Horror,Justin Chon,Detention of the Dead ,2038,2251,Max Adler,6.0,based on play|blood|independent film|teenager|zombie,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,20.0,English,USA,Not Rated,500000.0,2012.0,533.0,4.6,2.35,898
333,Color,Joseph Kahn,115.0,93.0,33.0,123.0,Shanley Caswell,14000.0,,Comedy|Horror|Sci-Fi,Josh Hutcherson,Detention ,12520,15014,Parker Bagley,2.0,blood splatter|detention|high school|overalls|reference to c. thomas howell,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,76.0,English,USA,R,10000000.0,2011.0,383.0,5.8,2.35,0
334,Color,John Erick Dowdle,273.0,80.0,66.0,816.0,Bokeem Woodbine,2000.0,33583175.0,Horror|Mystery|Thriller,Bojana Novakovic,Devil ,104089,5628,Geoffrey Arend,0.0,devil|elevator|hit and run|throat slitting|trapped in an elevator,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,319.0,English,USA,PG-13,10000000.0,2010.0,904.0,6.3,2.35,16000
335,Color,Matt Bettinelli-Olpin,137.0,89.0,14.0,270.0,Allison Miller,971.0,15818967.0,Horror|Mystery,Zach Gilford,Devil's Due ,13913,2517,Vanessa Ray,0.0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,120.0,English,USA,R,7000000.0,2014.0,479.0,4.0,1.85,0
336,Color,Alec Asten,1.0,82.0,5.0,237.0,Dennis L.A. White,472.0,,Action,Luis Sanchez,Diamond Ruff ,53,1752,Fredro Starr,6.0,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,5.0,English,USA,R,500000.0,2015.0,251.0,4.3,,62
337,Color,David Bowers,88.0,94.0,42.0,517.0,Rachael Harris,975.0,49002815.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,15665,3153,Karan Brar,2.0,best friend|camping|country club|no opening credits|summer vacation,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35.0,English,USA,PG,22000000.0,2012.0,569.0,6.4,2.35,0
338,Color,David Bowers,103.0,99.0,42.0,557.0,Rachael Harris,975.0,52691009.0,Comedy|Family,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,Fran Kranz,2.0,brother|middle school|no opening credits|photograph|school,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45.0,English,USA,PG,21000000.0,2011.0,569.0,6.6,2.35,0
339,Color,Thor Freudenthal,111.0,94.0,87.0,569.0,Zachary Gordon,17000.0,64001297.0,Comedy|Family,Chloë Grace Moretz,Diary of a Wimpy Kid ,32002,20154,Rachael Harris,1.0,cheese|diary|friend|middle school|school,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103.0,English,USA,PG,15000000.0,2010.0,975.0,6.2,1.85,0
340,Color,Jay Roach,190.0,114.0,116.0,982.0,Stephanie Szostak,7000.0,72980108.0,Comedy,Steve Carell,Dinner for Schmucks ,80338,10419,Bruce Greenwood,2.0,dinner|diorama|idiot|irs|mouse,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,264.0,English,USA,PG-13,,2010.0,1000.0,5.9,1.85,0
341,Color,Dan Mazer,158.0,109.0,11.0,411.0,Zoey Deutch,22000.0,35537564.0,Comedy,Robert De Niro,Dirty Grandpa ,49671,24063,Jason Mantzoukas,1.0,female removes her clothes|fondling|voyeur|voyeurism|white panties,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,166.0,English,USA,R,11500000.0,2016.0,851.0,6.0,2.35,11000
342,Color,Neil Burger,459.0,139.0,168.0,1000.0,Theo James,14000.0,150832203.0,Adventure|Mystery|Sci-Fi,Kate Winslet,Divergent ,341058,22226,Mekhi Phifer,2.0,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,713.0,English,USA,PG-13,85000000.0,2014.0,5000.0,6.7,2.35,49000
343,Color,Quentin Tarantino,765.0,165.0,16000.0,265.0,Christoph Waltz,29000.0,162804648.0,Drama|Western,Leonardo DiCaprio,Django Unchained ,955174,40978,Ato Essandoh,1.0,dynamite|historically inaccurate|ku klux klan|n word|slavery,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,1193.0,English,USA,R,100000000.0,2012.0,11000.0,8.5,2.35,199000
344,Color,Jon Gunn,11.0,120.0,16.0,835.0,Delroy Lindo,2000.0,12985267.0,Drama,Alexa PenaVega,Do You Believe? ,4977,6752,Madison Pettis,5.0,belief|faith|pastor|question in title|three word title,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,63.0,English,USA,PG-13,2300000.0,2015.0,848.0,5.9,,13000
345,Color,David DeCoteau,1.0,84.0,142.0,402.0,Tom Berenger,10000.0,,Western,William McNamara,Doc Holliday's Revenge ,93,11466,Randy Jay Burrell,3.0,1880s|cowboy|low budget film|shoot out|wild west,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,6.0,English,USA,PG-13,1000000.0,2014.0,854.0,3.8,1.78,54
346,Color,Charles Martin Smith,54.0,107.0,188.0,631.0,Taylor Blackwell,11000.0,42019483.0,Drama|Family,Morgan Freeman,Dolphin Tale 2 ,6069,13904,Harry Connick Jr.,0.0,dolphin|latex gloves|medical scrubs|purple gloves|turtle,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,33.0,English,USA,PG,36000000.0,2014.0,641.0,6.4,1.85,0
347,Color,Charles Martin Smith,131.0,113.0,188.0,631.0,Michael Roark,11000.0,72279690.0,Drama|Family,Morgan Freeman,Dolphin Tale ,17948,14209,Harry Connick Jr.,5.0,boy|dolphin|prosthetics|tail|trap,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86.0,English,USA,PG,37000000.0,2011.0,680.0,6.9,1.85,0
348,Color,Richard Shepard,151.0,93.0,47.0,13.0,Mark Wingett,554.0,518134.0,Comedy|Crime|Drama,Richard E. Grant,Dom Hemingway ,21243,1105,Richard Graham,2.0,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,66.0,English,UK,R,,2013.0,524.0,6.2,2.35,0
349,Color,Joseph Gordon-Levitt,364.0,90.0,23000.0,694.0,Scarlett Johansson,23000.0,24475193.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,Don Jon ,190494,44265,Tony Danza,1.0,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,314.0,English,USA,R,3000000.0,2013.0,19000.0,6.6,2.35,33000
350,Color,Troy Nixey,298.0,99.0,24.0,155.0,Alan Dale,3000.0,24042490.0,Fantasy|Horror|Thriller,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1.0,basement|creature|disappearance|interior designer|mansion,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250.0,English,USA,R,25000000.0,2010.0,441.0,5.6,1.85,10000
351,Color,Rick Famuyiwa,180.0,103.0,44.0,190.0,Rick Fox,637.0,17474107.0,Comedy|Crime|Drama,Kimberly Elise,Dope ,56605,1342,Kiersey Clemons,3.0,african american|geek|hip hop|party|tomboy,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,89.0,English,USA,R,7000000.0,2015.0,256.0,7.3,2.35,23000
352,Color,Gary Shore,261.0,92.0,28.0,423.0,Sarah Gadon,3000.0,55942830.0,Action|Drama|Fantasy|Horror|War,Dominic Cooper,Dracula Untold ,138582,5178,Zach McGowan,1.0,death of wife|dracula|tarantula|turk|vampire,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423.0,English,USA,PG-13,70000000.0,2014.0,692.0,6.3,2.35,37000
353,Color,Ivan Reitman,159.0,110.0,425.0,148.0,Chi McBride,3000.0,28831145.0,Drama|Sport,Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1.0,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113.0,English,USA,R,25000000.0,2014.0,466.0,6.8,2.35,14000
354,Color,Daniel Lee,68.0,103.0,10.0,7.0,Peng Lin,21.0,72413.0,Action|Adventure|Drama|History,Si Won Choi,Dragon Blade ,11584,58,Sung-jun Yoo,3.0,child fugitive|final battle|martial art|silk road|sword,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,86.0,Mandarin,China,R,65000000.0,2015.0,18.0,6.1,2.35,0
355,Color,Yuefeng Song,4.0,88.0,0.0,46.0,Bianca Collins,76.0,,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,2169,196,Jiao Xu,0.0,,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18.0,English,China,,40000000.0,2014.0,47.0,6.4,,0
356,Color,Jim Sheridan,174.0,84.0,260.0,692.0,Gregory Smith,6000.0,21283440.0,Drama|Mystery|Thriller,Naomi Watts,Dream House ,46239,8018,Sarah Gadon,0.0,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,137.0,English,USA,PG-13,55000000.0,2011.0,694.0,6.0,2.35,0
357,Color,Pete Travis,432.0,95.0,38.0,20.0,Jason Cope,409.0,13401683.0,Action|Sci-Fi,Wood Harris,Dredd ,203458,578,Rakie Ayola,0.0,brutality|dark humor|female antagonist|female warrior|post apocalypse,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,588.0,English,UK,R,35000000.0,2012.0,107.0,7.1,2.35,46000
358,Color,Pete Travis,432.0,95.0,38.0,20.0,Jason Cope,409.0,13401683.0,Action|Sci-Fi,Wood Harris,Dredd ,203461,578,Rakie Ayola,0.0,brutality|dark humor|female antagonist|female warrior|post apocalypse,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,588.0,English,UK,R,35000000.0,2012.0,107.0,7.1,2.35,46000
359,Color,Joe Swanberg,155.0,90.0,217.0,243.0,Anna Kendrick,10000.0,342936.0,Comedy|Drama|Romance,Olivia Wilde,Drinking Buddies ,45928,20480,Ti West,5.0,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,106.0,English,USA,R,,2013.0,10000.0,6.1,2.35,0
360,Color,Patrick Lussier,296.0,104.0,71.0,982.0,Billy Burke,12000.0,10706786.0,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry ,81800,16481,Katy Mixon,1.0,baby|cult|oklahoma|sex scene|waitress,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,211.0,English,USA,R,50000000.0,2011.0,2000.0,5.5,1.85,15000
361,Color,Brian Trenchard-Smith,30.0,92.0,53.0,32.0,Damien Garvey,84.0,,Action|Comedy|Crime,Zoe Ventoura,Drive Hard ,3104,179,Christopher Sommers,2.0,,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,33.0,English,Canada,Not Rated,12000000.0,2014.0,37.0,4.3,,774
362,Color,Nicolas Winding Refn,676.0,100.0,0.0,228.0,Albert Brooks,33000.0,35054909.0,Crime|Drama,Ryan Gosling,Drive ,431578,34337,Russ Tamblyn,0.0,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264.0,English,USA,R,15000000.0,2011.0,745.0,7.8,2.35,81000
363,Color,Travis Legge,1.0,90.0,138.0,138.0,Suzi Lorraine,370.0,,Comedy|Romance,Kristen Seavey,Dry Spell ,114,841,Travis Legge,1.0,anti romantic comedy|dating|divorce|sex comedy|sex scene,http://www.imdb.com/title/tt2375036/?ref_=fn_tt_tt_1,3.0,English,USA,,22000.0,2013.0,184.0,3.3,1.78,200
364,Color,Stephen Langford,2.0,82.0,7.0,50.0,Gabriela Castillo,143.0,,Family,Kevin P. Farley,"Dude, Where's My Dog?! ",73,417,Brandon Middleton,0.0,,http://www.imdb.com/title/tt3109200/?ref_=fn_tt_tt_1,4.0,English,USA,PG,20000.0,2014.0,134.0,3.2,1.85,178
365,Color,Todd Phillips,307.0,95.0,480.0,490.0,RZA,21000.0,100448498.0,Comedy|Drama,Robert Downey Jr.,Due Date ,272789,23018,Matt Walsh,3.0,actor|aspiring actor|birth|misadventure|suitcase,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,285.0,English,USA,R,65000000.0,2010.0,561.0,6.6,2.35,25000
366,Color,Rohan Sippy,24.0,128.0,4.0,47.0,Bipasha Basu,374.0,563699.0,Action|Crime|Drama|Thriller,Abhishek Bachchan,Dum Maaro Dum ,3266,787,Prateik,0.0,airport|drugs|loss of loved one|police|title based on song,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,27.0,Hindi,India,R,,2011.0,282.0,6.2,,421
367,Color,Bobby Farrelly,218.0,109.0,101.0,839.0,Kathleen Turner,13000.0,86208010.0,Comedy,Bill Murray,Dumb and Dumber To ,97045,16179,Rob Riggle,1.0,adoption|highway travel|road trip|sequel|stupidity,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,285.0,English,USA,PG-13,35000000.0,2014.0,899.0,5.7,1.85,55000
368,Color,Joseph Mazzella,,90.0,0.0,9.0,Mikaal Bates,313.0,,Crime|Drama|Thriller,Tjasa Ferme,Dutch Kills ,57,366,Damon Owlia,2.0,,http://www.imdb.com/title/tt2759066/?ref_=fn_tt_tt_1,2.0,English,USA,,25000.0,2015.0,25.0,4.8,,33
369,Color,Tom Walsh,2.0,98.0,2.0,53.0,Maggie Wheeler,729.0,,Animation,Joey D. Vieira,Dwegons and Leprechauns ,50,1092,Jacqueline Lovell,4.0,dwegons,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3.0,English,USA,PG,20000000.0,2014.0,282.0,4.8,,70
370,Color,Paul Schrader,64.0,94.0,261.0,179.0,Irène Jacob,12000.0,,Drama|Thriller,Nicolas Cage,Dying of the Light ,6964,12676,Tomiwa Edun,1.0,cia|individualism|mental illness|religion|revenge,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,47.0,English,Bahamas,R,5000000.0,2014.0,316.0,4.4,2.35,0
371,Color,Kevin Munroe,138.0,107.0,14.0,311.0,Laura Spencer,403.0,1183354.0,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,Dylan Dog: Dead of Night ,13026,1577,Anita Briem,1.0,close up of eyes|monster|quirkiness|supernatural|vomiting,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,20000000.0,2010.0,368.0,5.1,2.35,0
372,Color,Corey Grant,4.0,111.0,21.0,685.0,Essence Atkins,761.0,,Comedy|Drama,Christian Keyes,Dysfunctional Friends ,686,4306,Tatyana Ali,13.0,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,8.0,English,USA,Not Rated,1800000.0,2012.0,713.0,5.4,1.85,569
373,Color,Dave Green,112.0,91.0,13.0,140.0,Ella Wahlestedt,803.0,38916903.0,Adventure|Family|Sci-Fi,Teo Halm,Earth to Echo ,15664,1921,Jason Gray-Stanford,0.0,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149.0,English,USA,PG,13000000.0,2014.0,587.0,5.8,1.85,0
374,Color,Will Gluck,262.0,92.0,87.0,424.0,Dan Byrd,15000.0,58401464.0,Comedy|Romance,Emma Stone,Easy A ,276746,16982,Fred Armisen,1.0,gay|gay interest|high school|school|student,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,264.0,English,USA,PG-13,8000000.0,2010.0,1000.0,7.1,1.85,19000
375,Color,Daniel Espinosa,90.0,124.0,79.0,93.0,Fares Fares,309.0,188870.0,Action|Crime|Drama|Thriller,Fabian Bolin,Easy Money ,13443,857,Matias Varela,1.0,double life|drugs|financial crisis|first part|serbian,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,25.0,Swedish,Sweden,R,,2010.0,254.0,6.7,2.35,0
376,Color,Ryan Murphy,213.0,140.0,708.0,745.0,Julia Roberts,11000.0,80574010.0,Drama|Romance,James Franco,Eat Pray Love ,63493,20440,Billy Crudup,1.0,divorce|emotional balance|female protagonist|indonesia|inner peace,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,302.0,English,USA,PG-13,60000000.0,2010.0,8000.0,5.7,1.85,26000
377,Color,Patrick Ryan Sims,5.0,81.0,0.0,10.0,Hugh Mun,416.0,,Action|Drama|Sci-Fi|Thriller,Claire Gordon-Harper,Echo Dr. ,101,459,Johnathan Hurley,2.0,android|artificial intelligence|home invasion|security system|tech noir,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1,1.0,English,USA,,100000.0,2013.0,18.0,3.6,1.78,17
378,Color,Dexter Fletcher,216.0,106.0,452.0,141.0,Taron Egerton,20000.0,15785632.0,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle ,32507,21195,Tim McInnerny,3.0,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119.0,English,UK,PG-13,23000000.0,2016.0,732.0,7.5,2.35,15000
379,Color,Dexter Fletcher,216.0,106.0,452.0,141.0,Taron Egerton,20000.0,15785632.0,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle ,32513,21195,Tim McInnerny,3.0,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119.0,English,UK,PG-13,23000000.0,2016.0,732.0,7.5,2.35,15000
380,Color,Boris Rodriguez,56.0,83.0,5.0,98.0,Thure Lindhardt,413.0,1521.0,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,1231,843,Georgina Reilly,0.0,art teacher|cannibal|inspiration|painter|sleepwalking,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,10.0,English,Canada,Not Rated,1500000.0,2012.0,197.0,5.7,,932
381,Color,Shyam Madiraju,5.0,90.0,0.0,708.0,Ethan Peck,1000.0,,Drama|Thriller,Jessica Lowndes,Eden ,1351,3799,Brad Schmidt,2.0,flare gun|island|plane crash|soccer team|stranded,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,4.0,English,Spain,R,,2015.0,800.0,4.8,,452
382,Color,Martin Campbell,258.0,117.0,258.0,896.0,Ray Winstone,2000.0,43290977.0,Crime|Drama|Mystery|Thriller,Bojana Novakovic,Edge of Darkness ,75201,7053,Denis O'Hare,1.0,activist|detective|father daughter relationship|investigation|vigilantism,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,256.0,English,UK,R,80000000.0,2010.0,1000.0,6.6,2.35,0
383,Color,Doug Liman,585.0,113.0,218.0,509.0,Lara Pulver,10000.0,100189501.0,Action|Adventure|Sci-Fi,Tom Cruise,Edge of Tomorrow ,431620,12652,Noah Taylor,1.0,alien|combat|dying repeatedly|end of the world|time loop,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741.0,English,USA,PG-13,178000000.0,2014.0,854.0,7.9,2.35,77000
384,Color,Michael Radford,59.0,97.0,53.0,499.0,Jared Gilman,962.0,,Comedy|Drama|Romance,Chris Noth,Elsa & Fred ,2041,3465,James Brolin,0.0,apartment|death of protagonist|follow that car|la dolce vita|love,http://www.imdb.com/title/tt2113659/?ref_=fn_tt_tt_1,18.0,English,USA,PG-13,10000000.0,2014.0,545.0,6.5,2.35,0
385,Color,Neill Blomkamp,476.0,109.0,662.0,1000.0,Sharlto Copley,13000.0,93050117.0,Action|Drama|Sci-Fi|Thriller,Matt Damon,Elysium ,338087,17689,Alice Braga,0.0,christ figure|class differences|messiah|saviour|social commentary,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,814.0,English,USA,R,115000000.0,2013.0,2000.0,6.6,2.35,61000
386,Color,Mariette Monpierre,2.0,78.0,0.0,0.0,Christophe Cherki,0.0,,Drama,Stana Roumillac,Elza ,19,0,Teddy Doloir,1.0,foreign|french,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2.0,French,France,,900000.0,2011.0,0.0,6.7,16.0,24
389,Color,David Ayer,355.0,109.0,453.0,953.0,Anna Kendrick,15000.0,40983001.0,Crime|Drama|Thriller,Jake Gyllenhaal,End of Watch ,181025,27788,America Ferrera,2.0,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336.0,English,USA,R,7000000.0,2012.0,10000.0,7.7,1.85,38000
390,Color,Gavin Hood,326.0,114.0,151.0,430.0,Moises Arias,11000.0,61656849.0,Action|Sci-Fi,Harrison Ford,Ender's Game ,184561,12908,Aramis Knight,4.0,alien|future|manipulation|simulation|training,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,554.0,English,USA,PG-13,110000000.0,2013.0,635.0,6.7,2.35,123000
391,Color,Shana Feste,98.0,104.0,19.0,942.0,Bruce Greenwood,15000.0,23393765.0,Drama|Romance,Alex Pettyfer,Endless Love ,31323,18760,Rhys Wakefield,0.0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,2014.0,989.0,6.3,2.35,0
392,Color,Nicole Holofcener,231.0,93.0,132.0,216.0,Ben Falcone,434.0,17536788.0,Comedy|Drama|Romance,Christopher Nicholas Smith,Enough Said ,49240,1183,Michaela Watkins,2.0,dating|divorcee|ex husband|ex wife|party,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,142.0,English,USA,PG-13,8000000.0,2013.0,265.0,7.1,1.85,12000
393,Color,Jack Heller,26.0,90.0,0.0,120.0,Katherine Waterston,322.0,,Mystery|Thriller,Shaun Sipos,Enter Nowhere ,5025,630,Christopher Denham,3.0,cabin|going in circles|pac man|stranger|woods,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,45.0,English,USA,R,500000.0,2011.0,178.0,6.6,,701
394,Color,Youssef Delara,17.0,88.0,8.0,471.0,David Bianchi,2000.0,,Thriller,Noel Gugliemi,Enter the Dangerous Mind ,704,4469,Jason Priestley,0.0,dubstep|tied feet,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,9.0,English,USA,,800000.0,2013.0,715.0,5.2,2.35,406
396,Color,Chris Wedge,203.0,102.0,77.0,120.0,Emma Kenney,14000.0,107515297.0,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Epic ,85833,14552,Troy Evans,2.0,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,113.0,English,USA,PG,100000000.0,2013.0,151.0,6.7,2.35,17000
